mock_ue_id,lon,lat,tick
0,-122.36094308563366,37.82420678617512,0
1,-122.38475406564714,37.78395218196699,0
2,-122.43421024570857,37.76112218872029,0
3,-122.35403535300858,37.770454914788345,0
4,-122.3757433049778,37.79507319810287,0
5,-122.38279524714686,37.758816730895425,0
6,-122.41329274196713,37.820063712981295,0
7,-122.43348390173429,37.8112263477329,0
8,-122.45353036035176,37.80770773747305,0
9,-122.43408429779394,37.763622320926274,0
10,-122.42670809224099,37.746253566226784,0
11,-122.40515209214516,37.79287082502011,0
12,-122.4144993229222,37.776306236861664,0
13,-122.46206187376923,37.817659557176306,0
14,-122.37032155395046,37.815694141345105,0
15,-122.36236698759765,37.77145204470594,0
16,-122.44854142990472,37.828746702551804,0
17,-122.40134933352806,37.76910582937598,0
18,-122.45214154347727,37.78928446960503,0
19,-122.38788634260607,37.76596239416635,0
20,-122.43244754801373,37.82721577136928,0
21,-122.38934558875462,37.75773182274666,0
22,-122.38163043548914,37.7469471961378,0
23,-122.37688901840923,37.782080638798284,0
24,-122.45223033354526,37.83230146043801,0
25,-122.36009044127384,37.82323169168289,0
26,-122.39655999197025,37.81531513207031,0
27,-122.35809713223837,37.785003004285244,0
28,-122.40409509326598,37.757870477146014,0
29,-122.3955665359208,37.7685260354738,0
30,-122.3654983861722,37.75678931169149,0
31,-122.3957123125876,37.75322216059675,0
32,-122.41735836859208,37.744830818915005,0
33,-122.42178151913548,37.74784904100364,0
34,-122.41590324718045,37.75866221954232,0
35,-122.3901527269317,37.74764391444076,0
36,-122.365521451876,37.79608882151034,0
37,-122.41266524863292,37.80420561944476,0
38,-122.4362364940004,37.77828547887148,0
39,-122.43751882088621,37.771450496732704,0
40,-122.37953159938492,37.788288432102455,0
41,-122.37140909133679,37.82162149371095,0
42,-122.45244407002332,37.819635011822356,0
43,-122.45703428630634,37.74678913013453,0
44,-122.39685495622665,37.75923538037126,0
45,-122.4477784335811,37.76414384418552,0
46,-122.37061102586402,37.76537774035528,0
47,-122.42920578360712,37.79439846494452,0
48,-122.44817386293143,37.78033899025502,0
49,-122.35954571972391,37.747443005563746,0
