mock_ue_id,lon,lat,tick
0,139.73532469052594,35.74978677093838,0
1,139.71342895780015,35.73804978558564,0
2,139.7238759497943,35.73073997303225,0
3,139.69236708100252,35.682920802730465,0
4,139.69372682019485,35.688990416308904,0
5,139.73459765460524,35.74593911423964,0
6,139.72295905018873,35.72248473144908,0
7,139.7481527145893,35.69540250974064,0
8,139.7348789078966,35.72601309581609,0
9,139.70626236591772,35.69458691229868,0
10,139.75149501149795,35.74359389249474,0
11,139.67967441249712,35.721049659525804,0
12,139.726016121614,35.6846459758219,0
13,139.733220989962,35.72534947677146,0
14,139.67055039063297,35.71062894063106,0
15,139.70734767172922,35.693865740999215,0
16,139.71511356447036,35.69072619651619,0
17,139.71569789439303,35.741407188421604,0
18,139.76519213067016,35.70630100136593,0
19,139.72450978344045,35.74026872861599,0
20,139.71369112838929,35.74643678228593,0
21,139.69084902242804,35.750090655763955,0
22,139.69801168826012,35.69066510768858,0
23,139.7190477059591,35.763419111595574,0
24,139.7097429049838,35.70164808096529,0
25,139.66367784908226,35.68423341465946,0
26,139.75293023133526,35.730799370501565,0
27,139.76059865907885,35.714190574681886,0
28,139.67678114540075,35.75557904450684,0
29,139.72269994796588,35.753640424645944,0
0,139.73560570758752,35.749695517010785,1
1,139.71361070989943,35.738481208303845,1
2,139.72375825674945,35.73077471373429,1
3,139.6923213095549,35.68273335941,1
4,139.69325363184177,35.689576843413036,1
5,139.73472556685127,35.746087067771036,1
6,139.72278911072038,35.72286027634357,1
7,139.74758176996292,35.695547054865806,1
8,139.73479139377685,35.7259422483256,1
9,139.70574537145544,35.69484524619448,1
10,139.75130550345423,35.74366578560263,1
11,139.67950536255148,35.72061084329588,1
12,139.72582462533592,35.68468039958886,1
13,139.73406904681588,35.72531613328429,1
14,139.67069776703084,35.71099737597307,1
15,139.70726312239796,35.69386409892364,1
16,139.7148348502503,35.690792943534724,1
17,139.71625233940532,35.740779121380555,1
18,139.7652634567546,35.7065096577757,1
19,139.72467172266965,35.740336187945594,1
20,139.71384932016375,35.747085989409904,1
21,139.69117885474748,35.74997590607568,1
22,139.69868331330298,35.69140830351917,1
23,139.71926212159758,35.76351002353581,1
24,139.71036031846168,35.7018733982582,1
25,139.6629119019288,35.68422997635404,1
26,139.75406582851267,35.73051342724921,1
27,139.75943132172637,35.71384177582222,1
28,139.6767580925169,35.75559529083803,1
29,139.72263489328222,35.753763996579075,1
0,139.73637108573362,35.750117179572044,2
1,139.71338612781352,35.73827509681016,2
2,139.72348697085081,35.7307782586506,2
3,139.69251707451627,35.68244205931183,2
4,139.6932858538008,35.6897005533381,2
5,139.73438577560208,35.74571651756893,2
6,139.72242944067474,35.72321408052702,2
7,139.7475144791764,35.696057125941664,2
8,139.73483414763513,35.72582829609949,2
9,139.70529483407094,35.69528223865848,2
10,139.751129896696,35.74378255814291,2
11,139.67913088554408,35.72048340598234,2
12,139.72539200210556,35.68471584165799,2
13,139.7341369791846,35.725236074074935,2
14,139.67120477821592,35.71172092741115,2
15,139.7069624258579,35.694165197337654,2
16,139.71486782251313,35.69066209657612,2
17,139.71616318662922,35.74084195036904,2
18,139.76520573941966,35.706596670981064,2
19,139.72569836350445,35.74080288513618,2
20,139.71369194178612,35.74664529411337,2
21,139.6925875732911,35.749377524797936,2
22,139.69839769554068,35.69136545604117,2
23,139.71873026481308,35.763411055867984,2
24,139.70939292479832,35.702045909138,2
25,139.66455684217954,35.68437948200834,2
26,139.75393046617256,35.73063817976153,2
27,139.75934900607396,35.713566952120985,2
28,139.6770179865279,35.75557394045086,2
29,139.72341986693078,35.75312505023597,2
0,139.73652917985513,35.750122386010034,3
1,139.71339463081972,35.73818804408651,3
2,139.7233732033206,35.730773807250195,3
3,139.69137906832054,35.682765197330475,3
4,139.6928888044459,35.69053590485661,3
5,139.7338990822365,35.74563200841942,3
6,139.7225337686718,35.7230239697416,3
7,139.74734087943938,35.69571550571964,3
8,139.73506607859596,35.72638545180759,3
9,139.7052058928668,35.695340418110405,3
10,139.75130556993466,35.743666654228804,3
11,139.67983752687377,35.7210134091818,3
12,139.72534808631053,35.68469911375479,3
13,139.73319737466127,35.7251690717237,3
14,139.6703988820356,35.710983946064985,3
15,139.7069982098751,35.69442356642325,3
16,139.7147536924283,35.69080096275726,3
17,139.71730039415903,35.740857199951996,3
18,139.76536498264505,35.70589278051021,3
19,139.72558236857694,35.74077287456832,3
20,139.71349746802954,35.74636183669319,3
21,139.6932531494769,35.7494581972747,3
22,139.6976620272795,35.691376477537496,3
23,139.7184464961646,35.76320908764988,3
24,139.70818106430326,35.702508829684426,3
25,139.66543037269568,35.68498895312029,3
26,139.75498888041002,35.730364589048435,3
27,139.7601600681912,35.713114489208785,3
28,139.67746556888443,35.75557057609631,3
29,139.7232951973299,35.751782895785304,3
0,139.73657680555428,35.75020313710078,4
1,139.7138573045906,35.737645931653994,4
2,139.7230011393846,35.73086058344386,4
3,139.69150846660725,35.6827033067709,4
4,139.69261634669337,35.6908687364613,4
5,139.7339305270346,35.74610316698862,4
6,139.72221335894147,35.72266988944867,4
7,139.74735933339417,35.6957230429634,4
8,139.73534995107048,35.727220335742395,4
9,139.70528220103057,35.69505552475664,4
10,139.7499518675432,35.74338502549905,4
11,139.67989758912907,35.72116434650582,4
12,139.72578312787672,35.684995658238634,4
13,139.7331510289433,35.72514878692699,4
14,139.67042351018816,35.711026991878235,4
15,139.70704730112126,35.69393790248226,4
16,139.71471209422464,35.6908232051554,4
17,139.71772873799233,35.74091408823669,4
18,139.76541282814514,35.705893855400944,4
19,139.7248278000938,35.740733968728534,4
20,139.71270511060567,35.74623329045758,4
21,139.69342891403582,35.7495980917723,4
22,139.69836036133404,35.69156568972648,4
23,139.71795067032016,35.76297344931527,4
24,139.70809042007636,35.702481863894825,4
25,139.6659702562588,35.68463830562372,4
26,139.7553171533507,35.729527557636466,4
27,139.7599080970632,35.71277538569084,4
28,139.67818002881924,35.75488262420065,4
29,139.7241863516738,35.75100706728696,4
0,139.73634502718278,35.75035367163641,5
1,139.71393180047158,35.737530655329024,5
2,139.72195713009623,35.731107501999745,5
3,139.69126742554462,35.68273753782209,5
4,139.6924812849161,35.691404662111935,5
5,139.7339527989092,35.74622153257055,5
6,139.72221762445236,35.72289401680893,5
7,139.74750939529105,35.6957812690047,5
8,139.73543379114517,35.7278673528269,5
9,139.70537530671345,35.69528863195251,5
10,139.7495708702912,35.74385894733406,5
11,139.67984544983722,35.7211473442778,5
12,139.72489714068723,35.684274302002066,5
13,139.73330397489696,35.7254414819402,5
14,139.67025487699158,35.711452629875,5
15,139.70710691247132,35.69387177758811,5
16,139.71510662644872,35.69153994492541,5
17,139.71799855395432,35.741018295818314,5
18,139.7656350063861,35.70553306148615,5
19,139.72484832466117,35.740730007013845,5
20,139.7115410660332,35.74585079362061,5
21,139.6930147240411,35.749699647414694,5
22,139.69844312566255,35.69166752576205,5
23,139.7182928319164,35.763051664451915,5
24,139.70685794598688,35.70237654164639,5
25,139.66543361838825,35.684681001439394,5
26,139.75608330915676,35.7294361081613,5
27,139.76008065454752,35.713076651564755,5
28,139.67812723448736,35.75421283675956,5
29,139.72469609848446,35.75096416894831,5
0,139.736436390645,35.75034284171844,6
1,139.7135549688514,35.73797279582973,6
2,139.72187198366848,35.730955446909014,6
3,139.69108159404806,35.68392089946683,6
4,139.6927546557066,35.69156324721847,6
5,139.73390785587532,35.74620560020941,6
6,139.72211016518193,35.723559137722646,6
7,139.74705953162936,35.69565465341068,6
8,139.73510891065766,35.72823858025124,6
9,139.70524537616654,35.6953187196765,6
10,139.74955085402536,35.74392173776153,6
11,139.68008096855218,35.72151687027346,6
12,139.72423346347864,35.683974920001525,6
13,139.73334633807283,35.7256992968289,6
14,139.6705419718776,35.7116648011674,6
15,139.70748746001703,35.69363026056333,6
16,139.71439233868958,35.693200546659504,6
17,139.71832169802784,35.7409740128559,6
18,139.76500976137032,35.70593943390587,6
19,139.72480442177445,35.74080430189796,6
20,139.71148207647659,35.745790894867284,6
21,139.69300775436105,35.74984042746079,6
22,139.69846990057388,35.69167042790624,6
23,139.718156924639,35.76284347262123,6
24,139.70603225625896,35.702142750329294,6
25,139.66480939432404,35.684953406384864,6
26,139.75626982962305,35.72878475879235,6
27,139.75951514585597,35.71325251664043,6
28,139.67823236800558,35.753702289261774,6
29,139.72473813687097,35.751016865135696,6
0,139.7362591571855,35.75048122588027,7
1,139.71357894165052,35.73790393374423,7
2,139.7220453582859,35.73106278329845,7
3,139.69053167559505,35.684035891686925,7
4,139.69296698680955,35.692076014500216,7
5,139.7338839223001,35.746001674390115,7
6,139.72195221375307,35.72418783147708,7
7,139.7468986480002,35.69514925782356,7
8,139.73522797969648,35.72890512473012,7
9,139.7062581405362,35.69523354197372,7
10,139.7488900599571,35.74390215829769,7
11,139.68052349353255,35.72204512181475,7
12,139.7237212301035,35.683373454683064,7
13,139.73367351471805,35.72588320902342,7
14,139.67052310635498,35.71206617347817,7
15,139.70778885207685,35.69422026254295,7
16,139.71393727952474,35.69319483965831,7
17,139.71745039067574,35.741187605319716,7
18,139.7650546565548,35.70583774756452,7
19,139.72463820276744,35.74096151725525,7
20,139.71140238386485,35.74573636342902,7
21,139.69301534260248,35.74999732774569,7
22,139.6984526352311,35.691668576552445,7
23,139.71822562496357,35.76287977660388,7
24,139.7062517603318,35.702160921748494,7
25,139.66504464584895,35.68491374231997,7
26,139.75640460970158,35.728109578668715,7
27,139.75935258058254,35.71280610502728,7
28,139.67881357269152,35.75341172408462,7
29,139.72501356939873,35.751002507180715,7
0,139.73644501098497,35.75026564247336,8
